sheet_name,indicatorCode,dataset,validAges,validSexes,validKPs,typeOptions
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,25-29,Female,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,30-34,Female,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,35-39,Female,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,40-44,Female,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,45-49,Female,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,50+,Female,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,<01,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,01-04,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,05-09,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,10-14,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,15-19,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,20-24,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,25-29,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,30-34,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,35-39,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,40-44,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,45-49,Male,,
Epi Cascade I,PLHIV.NA.Age/Sex/HIVStatus.20T,IMPATT,50+,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,<01,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,01-04,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,05-09,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,10-14,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,15-19,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,20-24,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,25-29,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,30-34,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,35-39,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,40-44,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,45-49,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,50+,Female,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,<01,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,01-04,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,05-09,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,10-14,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,15-19,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,20-24,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,25-29,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,30-34,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,35-39,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,40-44,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,45-49,Male,,
Epi Cascade I,HIV_PREV.NA.Age/Sex/HIVStatus.20T,IMPATT,50+,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,<01,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,01-04,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,05-09,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,10-14,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,15-19,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,20-24,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,25-29,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,30-34,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,35-39,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,40-44,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,45-49,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,50+,Female,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,<01,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,01-04,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,05-09,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,10-14,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,15-19,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,20-24,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,25-29,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,30-34,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,35-39,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,40-44,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,45-49,Male,,
Epi Cascade I,TX_CURR_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,50+,Male,,
Epi Cascade II,VL_SUPPRESSED.N.Age/Sex/HIVStatus.20T,SUBNAT,<15,Female,,
Epi Cascade II,VL_SUPPRESSED.N.Age/Sex/HIVStatus.20T,SUBNAT,15+,Female,,
Epi Cascade II,VL_SUPPRESSED.N.Age/Sex/HIVStatus.20T,SUBNAT,<15,Male,,
Epi Cascade II,VL_SUPPRESSED.N.Age/Sex/HIVStatus.20T,SUBNAT,15+,Male,,
Epi Cascade II,DIAGNOSED_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,<15,Female,,
Epi Cascade II,DIAGNOSED_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,15+,Female,,
Epi Cascade II,DIAGNOSED_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,<15,Male,,
Epi Cascade II,DIAGNOSED_SUBNAT.N.Age/Sex/HIVStatus.20T,SUBNAT,15+,Male,,
Epi PMTCT,PMTCT_STAT_SUBNAT.D.Sex.20T,SUBNAT,,,,
Epi PMTCT,PMTCT_STAT_SUBNAT.N.Sex/KnownNewPosNeg.20T.knownPos,SUBNAT,,,,
Epi PMTCT,PMTCT_STAT_SUBNAT.N.Sex/KnownNewPosNeg.20T.newPos,SUBNAT,,,,
Epi PMTCT,PMTCT_STAT_SUBNAT.N.Sex/KnownNewPosNeg.20T.newNeg,SUBNAT,,,,
Epi PMTCT,PMTCT_ART_SUBNAT.D.Sex/HIVStatus.20T,SUBNAT,,,,
Epi PMTCT,PMTCT_ART_SUBNAT.N.Sex/HIVStatus/NewExistingArt.20T.Already,SUBNAT,,,,
Epi PMTCT,PMTCT_ART_SUBNAT.N.Sex/HIVStatus/NewExistingArt.20T.New,SUBNAT,,,,
Prioritization,IMPATT.PRIORITY_SNU.20T,IMPATT,,,,
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,10-14,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,10-14,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,15-19,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,15-19,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,20-24,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,20-24,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,25-29,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,25-29,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,30-34,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,30-34,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,35-39,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,35-39,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,40-44,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,40-44,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,45-49,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,45-49,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,50+,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.D.Age/Sex.20T,MER,50+,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,10-14,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,10-14,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,15-19,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,15-19,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,20-24,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,20-24,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,25-29,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,25-29,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,30-34,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,30-34,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,35-39,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,35-39,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,40-44,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,40-44,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,45-49,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,45-49,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,50+,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.KnownPos,MER,50+,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,10-14,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,10-14,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,15-19,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,15-19,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,20-24,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,20-24,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,25-29,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,25-29,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,30-34,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,30-34,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,35-39,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,35-39,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,40-44,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,40-44,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,45-49,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,45-49,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,50+,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewPos,MER,50+,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,10-14,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,10-14,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,15-19,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,15-19,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,20-24,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,20-24,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,25-29,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,25-29,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,30-34,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,30-34,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,35-39,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,35-39,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,40-44,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,40-44,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,45-49,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,45-49,Female,,TA
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,50+,Female,,DSD
PMTCT_STAT_ART,PMTCT_STAT.N.Age/Sex/KnownNewResult.20T.NewNeg,MER,50+,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,10-14,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,10-14,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,15-19,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,15-19,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,20-24,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,20-24,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,25-29,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,25-29,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,30-34,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,30-34,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,35-39,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,35-39,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,40-44,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,40-44,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,45-49,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,45-49,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,50+,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.New,MER,50+,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,10-14,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,10-14,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,15-19,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,15-19,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,20-24,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,20-24,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,25-29,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,25-29,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,30-34,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,30-34,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,35-39,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,35-39,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,40-44,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,40-44,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,45-49,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,45-49,Female,,TA
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,50+,Female,,DSD
PMTCT_STAT_ART,PMTCT_ART.N.Age/NewExistingART/Sex/HIVStatus.20T.Already,MER,50+,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,10-14,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,10-14,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,15-19,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,15-19,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,20-24,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,20-24,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,25-29,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,25-29,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,30-34,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,30-34,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,35-39,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,35-39,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,40-44,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,40-44,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,45-49,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,45-49,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,50+,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,MER,50+,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,10-14,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,10-14,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,15-19,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,15-19,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,20-24,Female,,DSD
